none,feat_1_,feat_2_,feat_3_,feat_4_,feat_5_,feat_6_,feat_7_,feat_8_,feat_9_,feat_10_,correlation,pre_grouped,standardized,test_id,model_type,No_test_obs,Time
3.63289120006395,-3.18149286775092,-2.71231708802831,-0.729203128618278,-0.599768697034059,1.56604677172651,-1.72608929896565,-0.225229632776229,5.83226420651266,-0.35545244407601,-0.426412423808467,0,0,0,1,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289223576694,-0.44191939182028,-0.726675682745859,-0.53899756520781,-0.491838095872542,3.29560397931434,-2.82706884233732,2.61562045427799,2.18917847009452,0.941768723765593,0.109511524013188,0,0,0,2,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289687414449,2.45610157503311,20.3616083507737,7.0824140561907,11.8085499375786,-3.78331171168415,-0.234994296397168,0.228856131062657,0.76108748696984,-0.443761213556124,-0.339574461885215,0,0,0,3,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289377906091,7.96432182613449,6.75965996877327,-2.58224295135441,1.24387678662151,-0.807324411027586,0.426468546250952,-0.44120655790161,-0.71295560476893,8.04873854757457,-2.59814398860376,0,0,0,4,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289208528312,-0.348813155124378,-0.435611228852853,-0.851585707977774,-0.203804925234331,-0.652146698816762,-0.609799909915293,-0.250690864735597,-0.298623700445975,5.1702044494689,14.2013356243651,0,0,0,5,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288852583747,-1.15335802295338,-0.397782805574827,-0.0582173069154006,-0.162645699834944,1.46015790650786,-2.01766015498982,-8.11372374493905,-4.69542396453486,-0.199471582406896,-0.573644598330121,0,0,0,6,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289712539531,16.2268280994153,0.637353469686849,10.9693580486583,6.3205319667821,0.441880850830821,3.33272464659171,-0.112594167424044,-2.16272637884668,-1.37186890769542,-0.8878804041628,0,0,0,7,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288853915129,-0.432475449421273,-0.875397469802809,-0.401778869787551,-0.326188744293602,-9.32059847535824,-2.56214715409489,-1.84444680727823,-5.0238507885598,6.7441282231144,-2.44640556106597,0,0,0,8,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288977862368,-1.67734380006758,-0.400318491920747,-0.174651772246781,-0.757268093800007,-1.56373182203336,-3.51277209569018,-0.818103769011912,-0.0608899245513925,1.66027531342122,-1.76302839619956,0,0,0,9,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289053521189,-4.99147594162301,1.48572387020583,-0.605464990494786,-2.37166879006161,3.01997753164889,-0.0769663944599999,1.47669045660982,-0.563655139945553,0.5828295259874,-0.523717331656096,0,0,0,10,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288973923961,0.74498641643836,-0.432815490593521,0.937813964588315,-4.18016321896286,-0.337560382826871,-0.550894935859375,-1.1204159357309,-0.300572454618623,-1.52048316840487,-0.0933183830738107,0,0,0,11,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289419151096,16.1722757684378,3.99871935707865,-1.85773735951424,1.8370211312932,-0.649660007510158,-0.389975254522591,-0.515533257884586,-0.475815079693111,-0.32364617280321,-0.404116800815079,0,0,0,12,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288978824029,1.03735844329936,0.053343071389249,2.88138856132112,1.60187514142103,2.1015654550298,-14.0719369494211,0.05132811634609,0.134876465792478,1.69165656404127,0.488010894066533,0,0,0,13,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288985010332,2.72929046121429,-0.177040095423666,-0.901057128084161,-1.23057784936581,-3.89413704051063,-3.05064162449435,-0.315951880402917,-1.62417341949294,-0.330735232871073,-0.697818913831178,0,0,0,14,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.6328892283177,-1.78993046491974,-3.19405636683015,-3.69272693688029,-3.71006548091559,-0.255257018526689,-0.402272261647032,0.348169078013808,-1.13477601192347,-0.577909297637448,-0.0332958905481222,0,0,0,15,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288952802679,-0.654630798000672,-0.444761216088853,-0.369324912709885,-0.357215015616589,-0.679993051517436,-0.314315692029403,-0.402486163931749,-0.461244069420725,-10.0639253934159,-7.00531022155582,0,0,0,16,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63289197089369,3.49163073986652,4.89996272300576,-0.0779077469284997,-2.16419666890249,-0.647654151982531,-1.01970601689125,0.180846903821363,-0.957893952911691,1.41933994684006,2.0759414760277,0,0,0,17,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288916691634,-0.44043868612791,-0.337926769020538,-0.325400785440489,-0.401556139119375,1.67344911730712,-2.7737320669535,-0.127106330539266,-4.5439356206822,-1.06567388549627,-2.74645720025788,0,0,0,18,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.63288928953032,-0.0529469244629671,-0.0930568363589105,-0.885719462532853,-1.59678227787406,-3.41235944476625,1.21649338228144,-0.661000901720151,-0.791566667754671,-4.50720062028194,-1.0507207714229,0,0,0,19,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
3.632896810997,-0.376567936757755,-0.379417741894932,-0.0806199785115114,-0.407482777765027,10.3381818632481,-0.113577403319692,16.8465477449723,6.73683402479772,5.18553481437513,-0.855039095033203,0,0,0,20,AR-groupA-experiment_gam_diff_corr,100,2021-02-12T23:21:22.252301Z
