trend,cosyear,sinyear,temp,atemp,windspeed,hum
414,0.664855397964287,0.746972087696555,5.16,1.542008,16.958504,51.5833
462,-0.0988201387328708,0.995105311100698,12.5625,12.124514,18.416357,25.4167
178,-0.997001169925015,0.077386479233463,26.975849,29.708828,9.666961,63.4167
525,-0.92592477719385,0.377707965203965,25.409151,26.792222,9.667229,43.7083
194,-0.980469160361632,-0.196672889793576,23.999151,25.916864,16.124689,47.625
117,-0.428891937912483,0.903355802324685,21.0225,22.209314,21.500836,70.0833
298,0.405425728359997,-0.914127988185334,14.755849,15.207836,9.959014,72.0417
228,-0.70862667826446,-0.705583610107178,25.996651,28.000286,9.625689,57.5417
243,-0.50496105472152,-0.863142128049912,22.785,24.584786,9.500332,63.9167
13,0.975064532257195,0.221921513004166,-0.439109999999999,-3.564742,8.478716,53.7826
373,0.990532452132223,0.137278772113264,2.535849,0.333614000000001,6.6263,70.1667
664,0.42110087079609,-0.907013812802636,17.654151,18.5015,8.875289,80.7083
601,-0.605056069648849,-0.796182863782616,25.0175,26.7086,4.8337686,61.5
602,-0.591261444863578,-0.806479946320945,23.098349,24.833936,16.375336,71.2917
708,0.929141411403174,-0.369724542890673,10.055849,9.749636,10.584325,90.5417
90,0.0215160974362223,0.999768501979891,6.1,2.707964,17.333436,68.625
347,0.952377575730397,-0.304921224656289,6.9225,6.331892,4.0842061,66.375
648,0.158559385103135,-0.987349442393986,16.165849,17.207372,12.584007,63.0833
354,0.982125605868,-0.188226709843244,12.131651,12.249122,14.8338,85.8333
25,0.908817637339503,0.417193602612317,2.2225,-2.5624,19.68795,86.25
518,-0.873807103611081,0.48627270710869,19.416651,21.375008,12.499654,54.9167
425,0.512371412128424,0.858763958275803,14.834151,15.374486,15.208129,61.5417
713,0.957485188355039,-0.288482432880608,5.238349,3.416672,8.792343,64.2917
210,-0.890027576434677,-0.455906693508459,29.795849,32.083442,11.291979,46.5833
589,-0.755493314072681,-0.655156357209085,24.939151,26.542214,8.208304,53.0417
592,-0.720667149553861,-0.693281226886978,25.213349,27.166442,11.374657,61.9583
554,-0.993746580436178,-0.111659007121695,30.6575,36.166136,8.417143,57.375
372,0.99274872245774,0.120208044899353,7.8625,6.457028,12.833314,46.5
142,-0.766658819300159,0.642054713236564,21.688349,22.959536,15.667414,81
543,-0.997001169925015,0.077386479233463,24.7825,26.292272,18.208925,36
489,-0.534372558280979,0.845249057353063,21.4925,23.000522,10.916846,73.5417
620,-0.317191288589107,-0.948361580012172,20.160849,21.62495,8.833682,57.7083
22,0.929141411403174,0.369724542890673,-3.4634801,-9.4766194,16.5222,43.6522
308,0.556017436657044,-0.831170626365808,7.353349,5.374364,12.667154,51.9167
134,-0.671259957567531,0.741222010848596,18.4375,19.376,10.249593,86.7083
223,-0.766658819300159,-0.642054713236564,25.291651,27.166772,8.416607,41.5
165,-0.954966754855255,0.29671281927349,21.453349,22.791764,11.250104,47.1667
216,-0.838279705217774,-0.545240438540651,25.409151,27.333422,12.374632,63.0833
289,0.259511797069799,-0.965739937654855,17.105849,17.70785,11.750393,57.9583
580,-0.847540922892831,-0.530730048161933,27.994151,31.709222,14.458064,64.25
71,0.341570769167856,0.939856057941895,10.064356,9.086006,18.130468,52.7391
587,-0.777597146973627,-0.628762814595834,25.644151,28.084172,16.000471,71.5833
574,-0.897743393534234,-0.440518784350495,27.524151,30.041864,10.54245,61.3333
140,-0.74410393987136,0.668063864213534,20.3175,21.75035,8.08355,62.6667
152,-0.865307254363206,0.501241813445776,25.605,26.500172,19.583229,30.5
293,0.32534208471198,-0.945596387427143,12.0925,11.957336,14.833532,57.4167
276,0.038722280892174,-0.999250011239683,14.755849,15.208628,13.792218,71
729,0.999851839209116,-0.0172133561558353,4.024151,-0.707800000000001,23.500518,48.3333
40,0.772156584499164,0.635432300890177,-1.215644,-6.129832,14.869645,43.7391
430,0.436651231956064,0.899630869652244,4.141651,0.832771999999999,13.458625,45.6667
89,0.0387222808921745,0.999250011239683,4.611651,0.999949999999998,14.582282,91.8333
315,0.651898995878713,-0.758305808478562,8.763349,7.624172,14.208154,55.2917
222,-0.777597146973627,-0.628762814595835,25.7225,27.000386,11.041332,42.375
527,-0.938377391740864,0.345612312670734,25.879151,27.541586,13.916771,58.7917
115,-0.397542814282556,0.917583626059394,21.688349,23.209478,21.8755,72.9167
605,-0.54884295828472,-0.835925479418637,26.231651,27.9593,12.791975,62
455,0.0215160974362216,0.999768501979891,11.935849,11.832728,16.791339,73.8333
597,-0.658401584698049,-0.752666827532008,21.884151,23.333822,8.708593,73.4167
38,0.793571608952147,0.608476870115126,2.379151,-2.915764,24.25065,53.7917
158,-0.912374757970727,0.409355958815622,28.464151,32.000414,9.166739,62.2083
208,-0.905193189891398,-0.425000339969554,28.620849,32.8334,11.958093,58.3333
720,0.98522010675606,-0.171293144181478,7.353349,3.916622,25.083661,55.6667
33,0.842941537354783,0.5380051715383,0.786979000000001,-4.260052,18.609384,43.7826
515,-0.847540922892831,0.530730048161933,22.863349,24.334514,9.000043,67
12,0.978740079966915,0.205104499868619,-0.244999999999999,-6.041722,20.167,47.0417
68,0.389630449530788,0.920971287716635,10.287277,9.454088,17.545759,0
408,0.738326354003106,0.674443618832946,2.4575,-0.957742,11.207961,41.125
307,0.541627820655981,-0.840618405634478,10.956651,10.623872,18.209193,62.25
277,0.055916990100603,-0.998435421155564,17.301651,18.791108,11.87575,64.7917
88,0.0559169901006033,0.998435421155564,6.1,3.6251,11.583496,64.6667
536,-0.980469160361632,0.196672889793576,28.7775,31.58435,7.625404,59.2083
290,0.276096973097468,-0.961129783872301,17.0275,18.499586,7.375829,70.1667
423,0.541627820655981,0.840618405634478,8.880849,7.33265,12.958939,39.5833
285,0.19245158197083,-0.981306470271609,19.690849,20.419064,9.499729,89.6667
120,-0.47495107206705,0.880012203973536,13.228349,13.581464,7.125718,76.2083
109,-0.300819807635668,0.953680996630446,19.965,21.249872,16.208975,61.4167
157,-0.905193189891397,0.425000339969554,25.2525,27.2927,12.583136,59.7917
63,0.467359217158002,0.884067509943364,10.055849,8.999414,16.875357,78.9167
482,-0.428891937912483,0.903355802324685,13.5025,13.874042,23.291411,40.0833
476,-0.333468778918187,0.942761143390421,18.79,19.832786,19.000329,68.2917
479,-0.381689220266659,0.924290722193093,11.426651,10.748678,16.708661,45.4167
66,0.42110087079609,0.907013812802636,5.7475,3.9584,8.08355,42.0833
84,0.124479263886789,0.992222209417932,4.494151,0.999686000000001,14.041257,39.4167
164,-0.949717842791432,0.313107040935827,20.395849,23.042036,18.041961,50.7083
